0,1,311.43,217.74,58.82,45.59,1,-1,-1,-1
0,2,283.24,280.68,81.29,54.32,1,-1,-1,-1
0,3,134.85,88.60,43.31,52.80,1,-1,-1,-1
0,4,347.81,157.66,41.42,36.14,1,-1,-1,-1
0,5,573.58,179.01,21.42,46.20,1,-1,-1,-1
0,6,0.00,279.28,82.45,55.72,1,-1,-1,-1
0,7,81.32,139.64,61.90,79.35,1,-1,-1,-1
0,8,516.74,115.93,36.49,44.60,1,-1,-1,-1
0,9,106.11,231.20,110.58,103.80,1,-1,-1,-1
0,10,62.38,156.58,21.15,30.19,1,-1,-1,-1
0,11,534.94,93.02,30.83,36.52,1,-1,-1,-1
0,12,528.15,63.92,27.48,31.26,1,-1,-1,-1
1,1,310.94,218.26,59.39,46.04,1,-1,-1,-1
1,2,283.06,281.48,80.13,53.52,1,-1,-1,-1
1,3,134.43,88.55,43.37,52.85,1,-1,-1,-1
1,4,347.66,157.88,41.63,36.32,1,-1,-1,-1
1,5,572.81,177.66,21.84,47.08,1,-1,-1,-1
1,6,0.06,279.88,81.56,55.12,1,-1,-1,-1
1,7,80.78,140.10,61.96,79.41,1,-1,-1,-1
1,8,516.29,115.26,36.38,44.46,1,-1,-1,-1
1,9,105.56,232.29,109.48,102.71,1,-1,-1,-1
1,10,61.66,156.78,21.16,30.21,1,-1,-1,-1
1,11,533.50,92.41,31.06,36.75,1,-1,-1,-1
1,12,527.56,63.34,27.60,31.40,1,-1,-1,-1
2,1,310.79,219.08,59.37,46.02,1,-1,-1,-1
2,2,283.54,282.67,78.46,52.33,1,-1,-1,-1
2,3,134.18,88.63,43.40,52.85,1,-1,-1,-1
2,4,347.71,158.33,41.85,36.52,1,-1,-1,-1
2,5,572.18,176.71,21.70,46.60,1,-1,-1,-1
2,6,0.14,280.71,80.34,54.29,1,-1,-1,-1
2,7,79.95,140.53,61.86,79.28,1,-1,-1,-1
2,8,515.86,114.61,36.47,44.58,1,-1,-1,-1
2,9,105.18,233.82,108.00,101.18,1,-1,-1,-1
2,10,60.92,157.20,21.31,30.43,1,-1,-1,-1
2,11,533.21,92.04,31.02,36.67,1,-1,-1,-1
2,12,527.19,63.33,27.41,31.18,1,-1,-1,-1
2,13,228.07,25.72,18.42,24.31,1,-1,-1,-1
2,14,484.29,160.54,38.07,31.54,1,-1,-1,-1
2,15,301.21,172.17,44.25,34.14,1,-1,-1,-1
3,1,310.52,220.12,59.24,45.93,1,-1,-1,-1
3,2,284.03,283.88,76.88,51.12,1,-1,-1,-1
3,3,133.84,88.73,43.39,52.82,1,-1,-1,-1
3,4,347.67,158.80,41.92,36.59,1,-1,-1,-1
3,5,571.50,175.36,21.86,46.67,1,-1,-1,-1
3,6,0.24,281.61,79.04,53.39,1,-1,-1,-1
3,7,79.24,140.93,61.96,79.39,1,-1,-1,-1
3,8,515.61,114.21,36.20,44.25,1,-1,-1,-1
3,9,104.20,235.09,106.90,99.91,1,-1,-1,-1
3,10,60.17,157.58,21.37,30.52,1,-1,-1,-1
3,11,532.50,91.80,31.00,36.57,1,-1,-1,-1
3,12,526.67,63.39,27.30,31.05,1,-1,-1,-1
3,13,228.18,26.00,18.29,24.14,1,-1,-1,-1
3,14,483.81,159.62,38.01,31.49,1,-1,-1,-1
3,15,300.02,172.33,44.91,34.65,1,-1,-1,-1
4,1,310.13,221.05,59.41,46.05,1,-1,-1,-1
4,2,284.51,285.14,75.35,49.86,1,-1,-1,-1
4,3,133.36,88.76,43.52,52.97,1,-1,-1,-1
4,4,347.52,159.25,42.27,36.92,1,-1,-1,-1
4,5,570.87,174.03,21.92,46.34,1,-1,-1,-1
4,6,0.47,282.64,77.56,52.36,1,-1,-1,-1
4,7,78.52,141.27,62.11,79.55,1,-1,-1,-1
4,8,515.18,113.83,35.85,43.84,1,-1,-1,-1
4,9,103.23,236.35,105.90,98.65,1,-1,-1,-1
4,10,59.16,157.70,21.63,30.90,1,-1,-1,-1
4,11,532.01,91.66,30.88,36.39,1,-1,-1,-1
4,12,526.12,63.32,27.20,30.94,1,-1,-1,-1
4,13,228.20,26.17,18.21,24.03,1,-1,-1,-1
4,14,483.44,158.76,37.55,31.10,1,-1,-1,-1
4,15,298.48,172.43,45.69,35.28,1,-1,-1,-1
5,1,309.79,221.95,59.55,46.15,1,-1,-1,-1
5,2,284.57,286.33,74.06,48.67,1,-1,-1,-1
5,3,132.81,89.00,43.61,53.05,1,-1,-1,-1
5,4,347.40,159.90,42.31,36.95,1,-1,-1,-1
5,6,0.29,283.35,76.53,51.65,1,-1,-1,-1
5,7,77.71,141.44,62.31,79.78,1,-1,-1,-1
5,8,514.58,112.78,36.08,44.16,1,-1,-1,-1
5,9,102.14,237.51,105.14,97.49,1,-1,-1,-1
5,10,58.29,158.12,21.53,30.72,1,-1,-1,-1
5,11,531.25,91.35,30.84,36.22,1,-1,-1,-1
5,12,525.80,63.27,27.21,30.97,1,-1,-1,-1
5,13,228.25,26.49,18.10,23.88,1,-1,-1,-1
5,14,482.86,157.56,37.68,31.23,1,-1,-1,-1
5,15,297.41,173.01,45.91,35.49,1,-1,-1,-1
6,1,309.40,222.75,59.87,46.43,1,-1,-1,-1
6,2,284.76,287.64,72.75,47.36,1,-1,-1,-1
6,3,132.32,89.08,43.83,53.32,1,-1,-1,-1
6,4,347.21,160.37,42.46,37.08,1,-1,-1,-1
